user_ptr_id,score_five_parts,07/01/2024,07/03/2024,difference
286809,234,234,234,0
286819,211,211,211,0
286820,345,345,345,0
286833,234,234,234,0
286840,343,343,343,0
286871,211,211,211,0
286885,223,0,223,-223
286885,233,233,0,233
286917,211,211,211,0
286924,233,233,233,0
286938,244,244,244,0
286940,532,532,532,0
286968,231,231,231,0
286973,211,211,211,0
286986,251,251,251,0
286993,344,344,344,0
287009,212,212,212,0
287015,244,244,244,0
287021,234,234,234,0
287028,233,233,233,0
287042,255,255,255,0
287052,423,0,423,-423
287052,433,433,0,433
287057,511,511,511,0
287065,234,234,234,0
287077,544,544,544,0
287098,522,522,522,0
287119,223,223,223,0
287127,533,533,533,0
287137,211,211,211,0
287143,212,212,212,0
287149,233,233,233,0
287153,233,233,233,0
287154,245,245,245,0
287171,233,233,233,0
287182,523,523,523,0
287188,354,354,354,0
287197,534,534,534,0
287198,333,333,333,0
287216,321,321,321,0
287218,543,543,543,0
287221,545,545,545,0
287225,255,255,255,0
287226,323,323,323,0
287249,323,323,323,0
287261,221,221,221,0
287262,212,212,212,0
287275,355,355,355,0
287313,224,224,224,0
287346,234,234,234,0
287357,355,355,355,0
287386,311,311,311,0
287387,222,222,222,0
287391,244,244,244,0
287397,212,212,212,0
287414,244,244,244,0
287426,233,233,233,0
287432,233,233,233,0
287438,345,345,345,0
287466,235,235,235,0
287469,233,233,233,0
287485,333,333,333,0
287486,211,211,211,0
287488,444,444,444,0
287489,211,211,211,0
287517,214,214,214,0
287518,244,244,244,0
287524,555,555,555,0
287528,255,255,255,0
287536,251,251,251,0
287539,255,255,255,0
287540,455,455,455,0
287545,311,311,311,0
287559,223,223,223,0
287563,223,223,223,0
287570,533,533,533,0
287572,545,545,545,0
287576,234,234,234,0
287591,333,333,333,0
287595,244,244,244,0
287605,445,445,445,0
287623,344,344,344,0
287625,511,511,511,0
287655,255,255,255,0
287683,223,223,223,0
287684,234,234,234,0
287698,211,211,211,0
287703,255,255,255,0
287707,222,222,222,0
287712,211,211,211,0
287715,233,233,233,0
287717,355,355,355,0
287719,211,211,211,0
287763,233,233,233,0
287769,233,233,233,0
287787,244,244,244,0
287804,345,345,345,0
287805,411,411,411,0
287812,421,421,421,0
287833,344,344,344,0
287855,234,234,234,0
287856,234,234,234,0
287858,222,222,222,0
287864,234,234,234,0
287892,255,255,255,0
287902,211,211,211,0
287903,533,533,533,0
287922,344,344,344,0
287923,211,211,211,0
287927,212,212,212,0
287940,255,255,255,0
287949,234,234,234,0
287952,233,233,233,0
287965,234,234,234,0
287971,555,555,555,0
287984,322,322,322,0
287998,355,355,355,0
288004,421,421,421,0
288010,244,244,244,0
288013,311,311,311,0
288022,233,233,233,0
288044,455,455,455,0
288049,211,211,211,0
288054,255,255,255,0
288074,455,455,455,0
288083,244,244,244,0
288085,211,211,211,0
288087,333,333,333,0
288115,233,233,233,0
288134,233,233,233,0
288145,244,244,244,0
288159,545,545,545,0
288162,222,222,222,0
288171,445,445,445,0
288223,223,223,223,0
288255,222,222,222,0
288272,234,234,234,0
288273,334,334,334,0
288296,322,0,322,-322
288296,332,332,0,332
288299,411,411,411,0
288303,222,222,222,0
288305,355,355,355,0
288308,234,234,234,0
288313,212,212,212,0
288326,433,0,433,-433
288326,533,533,0,533
288332,212,212,212,0
288336,322,322,322,0
288337,255,255,255,0
288344,234,234,234,0
288345,432,432,432,0
288393,223,223,223,0
288410,545,545,545,0
288413,221,221,221,0
288425,223,223,223,0
288460,244,244,244,0
288461,345,345,345,0
288479,234,234,234,0
288487,254,254,254,0
288512,211,211,211,0
288517,245,245,245,0
288523,223,0,223,-223
288523,233,233,0,233
288530,345,345,345,0
288544,433,433,433,0
288549,321,0,321,-321
288549,331,331,0,331
288554,232,232,232,0
288558,255,255,255,0
288580,244,244,244,0
288593,421,421,421,0
288597,211,211,211,0
288609,211,211,211,0
288612,445,445,445,0
288615,211,211,211,0
288623,212,212,212,0
288652,224,224,224,0
288659,344,344,344,0
288674,422,422,422,0
288676,344,344,344,0
288684,255,255,255,0
288685,233,233,233,0
288729,512,512,512,0
288732,521,521,0,521
288747,223,223,223,0
288752,223,223,223,0
288759,211,211,211,0
288769,223,223,223,0
288794,544,544,544,0
288882,223,223,223,0
288908,333,333,333,0
288919,211,211,211,0
288922,222,222,222,0
288927,422,422,422,0
288930,223,223,223,0
288937,422,422,422,0
288940,244,244,244,0
288944,355,355,355,0
288955,244,244,244,0
288961,355,355,355,0
288965,422,422,422,0
288976,522,522,522,0
288992,513,513,513,0
288996,255,255,255,0
289003,333,333,333,0
289006,222,222,222,0
289010,233,233,233,0
289063,234,234,234,0
289094,222,222,222,0
289120,233,233,233,0
289122,244,244,244,0
289155,222,222,222,0
289175,211,211,211,0
289199,321,321,321,0
289214,255,255,255,0
289215,444,444,444,0
289302,211,211,211,0
289308,355,355,355,0
289334,244,244,244,0
289337,211,211,211,0
289344,255,255,255,0
289368,255,255,255,0
289375,222,222,222,0
289381,211,211,211,0
289388,534,534,534,0
289391,344,344,344,0
289411,255,255,255,0
289417,222,222,222,0
289424,222,222,222,0
289425,244,244,244,0
289435,555,555,555,0
289447,254,254,254,0
289464,545,545,545,0
289467,222,222,222,0
289471,233,233,233,0
289476,211,211,211,0
289480,233,233,233,0
289481,544,544,544,0
289491,322,0,322,-322
289491,422,422,0,422
289492,212,212,212,0
289504,234,234,234,0
289520,234,234,234,0
289522,234,234,234,0
289536,322,322,322,0
289555,223,223,223,0
289560,244,244,244,0
289561,241,241,241,0
289565,233,233,233,0
289569,233,233,233,0
289571,233,233,233,0
289577,222,222,222,0
289583,243,243,243,0
289588,355,355,355,0
289591,233,233,233,0
289598,411,411,411,0
289628,422,422,422,0
289637,544,544,544,0
289639,355,355,355,0
289647,522,522,522,0
289653,244,244,244,0
289668,244,244,244,0
289682,211,211,211,0
289720,244,244,244,0
289742,211,211,211,0
289750,233,233,233,0
289780,321,321,321,0
289820,234,234,234,0
289821,223,223,223,0
289826,455,455,455,0
289850,411,411,411,0
289857,222,222,222,0
289872,222,222,222,0
289888,544,544,544,0
289896,555,555,555,0
289902,244,244,244,0
289908,455,455,455,0
289915,233,233,233,0
289919,422,422,422,0
289927,212,212,212,0
289932,333,333,333,0
289933,245,245,245,0
289938,233,233,233,0
289977,544,544,544,0
289980,233,233,233,0
289991,223,223,223,0
289992,432,432,432,0
290005,221,221,221,0
290012,422,422,422,0
290022,222,222,222,0
290031,255,255,255,0
290050,223,223,223,0
290058,234,234,234,0
290063,333,333,333,0
290067,231,231,231,0
290073,223,223,223,0
290085,234,234,234,0
290087,222,222,222,0
290113,245,245,245,0
290129,523,0,523,-523
290129,533,533,0,533
290130,211,211,211,0
290137,355,355,355,0
290165,255,255,255,0
290169,234,234,234,0
290185,233,233,233,0
290188,222,222,222,0
290192,234,234,234,0
290202,244,244,244,0
290208,355,355,355,0
290213,233,233,233,0
290231,311,311,311,0
290244,244,244,244,0
290248,233,233,233,0
290255,244,244,244,0
290272,233,233,233,0
290273,455,455,455,0
290281,334,334,334,0
290296,244,244,244,0
290301,234,0,234,-234
290301,334,334,0,334
290312,233,233,233,0
290340,211,211,211,0
290345,333,333,333,0
290347,244,244,244,0
290353,333,333,333,0
290370,533,533,533,0
290377,311,311,311,0
290386,245,245,245,0
290388,241,241,241,0
290390,334,334,334,0
290394,223,223,223,0
290397,255,255,255,0
290400,255,255,255,0
290404,334,334,334,0
290416,411,411,411,0
290425,244,244,244,0
290430,234,234,234,0
290432,255,255,255,0
290434,255,255,255,0
290436,231,231,231,0
290447,255,255,255,0
290448,255,255,255,0
290452,222,222,222,0
290458,223,223,223,0
290466,212,212,212,0
290477,233,233,233,0
290483,224,224,224,0
290487,222,222,222,0
290491,333,333,333,0
290496,233,233,233,0
290512,322,322,322,0
290515,233,233,233,0
290552,511,511,511,0
290563,333,333,333,0
290575,223,223,223,0
290594,212,212,212,0
290596,222,222,222,0
290600,233,233,233,0
290609,433,433,433,0
290617,322,322,322,0
290623,211,211,211,0
290632,211,211,211,0
290654,233,233,233,0
290681,544,544,544,0
290689,223,223,223,0
290702,244,244,244,0
290705,212,212,212,0
290708,212,212,212,0
290715,222,222,222,0
290722,244,244,244,0
290732,212,212,212,0
290735,222,222,222,0
290755,545,545,545,0
290760,233,233,233,0
290784,534,534,534,0
290792,223,223,223,0
290799,233,233,233,0
290802,545,545,545,0
290807,444,444,444,0
290810,311,311,311,0
290814,545,545,545,0
290825,455,455,455,0
290835,233,233,233,0
290854,255,255,255,0
290863,255,255,255,0
290873,244,244,244,0
290875,523,0,523,-523
290875,533,533,0,533
290878,214,214,214,0
290885,212,212,212,0
290890,444,444,444,0
290891,533,533,533,0
290898,223,223,223,0
290902,534,534,534,0
290918,344,344,344,0
290930,233,233,233,0
290932,231,231,231,0
290933,233,233,233,0
290938,231,231,231,0
290939,224,224,224,0
290941,255,255,255,0
290951,334,334,334,0
290969,211,211,211,0
290975,233,233,233,0
290980,241,241,241,0
291000,222,222,222,0
291048,433,433,433,0
291150,211,211,211,0
291176,212,212,212,0
291202,231,231,231,0
291215,223,223,223,0
291223,533,533,533,0
291236,233,233,233,0
291241,244,244,244,0
291246,244,244,244,0
291250,344,344,344,0
291256,521,521,521,0
291260,344,344,344,0
291272,255,255,255,0
291276,334,334,334,0
291291,224,224,224,0
291292,233,233,233,0
291305,423,423,423,0
291315,411,411,411,0
291320,545,545,545,0
291329,222,222,222,0
291340,255,255,255,0
291349,255,255,255,0
291379,234,234,234,0
291381,444,444,444,0
291393,255,255,255,0
291396,223,0,223,-223
291396,233,233,0,233
291401,233,233,233,0
291421,355,355,355,0
291427,234,234,234,0
291435,244,244,244,0
291438,234,234,234,0
291464,222,222,222,0
291466,244,244,244,0
291474,245,245,245,0
291475,534,534,534,0
291488,233,233,233,0
291489,255,255,255,0
291500,511,511,511,0
291504,333,333,333,0
291516,251,251,251,0
291547,211,211,211,0
291551,343,343,343,0
291560,233,233,233,0
291564,255,255,255,0
291595,344,344,344,0
291604,223,223,223,0
291607,333,333,333,0
291640,222,222,222,0
291646,221,221,221,0
291684,223,223,223,0
291696,233,233,233,0
291704,234,234,234,0
291723,445,445,445,0
291728,233,233,233,0
291737,344,344,344,0
291753,233,233,233,0
291756,544,544,544,0
291776,545,0,545,-545
291818,233,233,233,0
291819,241,241,241,0
291832,255,255,255,0
291834,345,345,345,0
291859,233,233,233,0
291869,533,533,533,0
291900,333,333,333,0
291908,233,233,233,0
291912,355,355,355,0
291917,223,223,223,0
291919,231,231,231,0
291925,455,455,455,0
291932,333,333,333,0
291940,233,233,233,0
291960,223,223,223,0
291964,244,244,244,0
291974,245,245,245,0
292010,245,245,245,0
292029,211,211,211,0
292031,334,334,334,0
292038,233,233,233,0
292041,322,322,322,0
292045,244,244,244,0
292048,544,544,544,0
292052,322,322,322,0
292053,245,245,245,0
292057,244,244,244,0
292058,222,222,222,0
292093,223,223,223,0
292100,234,234,234,0
292102,322,322,322,0
292105,255,255,255,0
292106,223,223,223,0
292123,334,334,334,0
292124,333,333,333,0
292126,255,255,255,0
292130,344,344,344,0
292190,212,212,212,0
292203,222,222,222,0
292209,521,521,521,0
292214,255,255,255,0
292215,355,355,355,0
292234,544,544,544,0
292245,422,422,422,0
292257,233,233,233,0
292265,422,422,422,0
292276,455,455,455,0
292328,244,244,244,0
292334,244,244,244,0
292337,355,355,355,0
292358,421,421,421,0
292368,245,245,245,0
292379,345,345,345,0
292384,233,233,233,0
292385,421,421,421,0
292390,255,255,255,0
292398,533,533,533,0
292418,233,233,233,0
292442,222,222,222,0
292487,545,545,545,0
292494,231,231,231,0
292516,244,244,244,0
292524,322,322,322,0
292527,344,344,344,0
292539,222,222,222,0
292575,313,313,313,0
292620,233,233,233,0
292621,222,222,222,0
292628,333,333,333,0
292643,221,221,221,0
292648,334,334,334,0
292686,355,355,355,0
292705,433,433,433,0
292706,222,222,222,0
292709,344,344,344,0
292712,333,333,333,0
292715,234,234,234,0
292719,223,223,223,0
292723,233,233,233,0
292727,234,234,234,0
292736,355,355,355,0
292741,211,211,211,0
292750,222,222,222,0
292768,244,244,244,0
292779,244,244,244,0
292787,522,522,522,0
292792,233,233,233,0
292794,255,255,255,0
292838,333,333,333,0
292842,444,444,444,0
292871,545,545,545,0
292877,233,233,233,0
292883,231,231,231,0
292886,223,223,223,0
292911,233,233,233,0
292914,234,234,234,0
292921,233,233,233,0
292927,535,0,535,-535
292933,433,433,433,0
293047,233,233,233,0
293048,245,245,245,0
293050,433,433,433,0
293096,233,233,233,0
293101,211,211,211,0
293117,233,233,233,0
293148,234,234,234,0
293152,255,255,255,0
293162,245,245,245,0
293170,222,222,222,0
293189,223,223,223,0
293192,233,233,233,0
293193,233,233,233,0
293203,234,234,234,0
293224,244,244,244,0
293228,355,355,355,0
293244,244,244,244,0
293250,244,244,244,0
293253,244,244,244,0
293273,223,223,223,0
293283,233,233,233,0
293288,245,245,245,0
293293,244,244,244,0
293318,231,231,231,0
293325,223,223,223,0
293327,244,244,244,0
293339,234,234,234,0
293343,245,245,245,0
293352,221,221,221,0
293361,233,233,233,0
293399,211,211,211,0
293421,233,233,233,0
293430,255,255,255,0
293444,222,222,222,0
293446,533,533,533,0
293451,223,223,223,0
293452,333,333,333,0
293458,245,245,245,0
293464,222,222,222,0
293477,233,233,233,0
293512,233,233,233,0
293525,255,255,255,0
293527,213,213,213,0
293534,211,211,211,0
293568,321,321,321,0
293605,522,522,522,0
293612,333,333,333,0
293636,211,211,211,0
293640,234,234,234,0
293650,354,354,354,0
293658,355,355,355,0
293662,223,223,223,0
293677,544,544,544,0
293680,234,234,234,0
293692,223,223,223,0
293702,255,255,255,0
293703,211,211,211,0
293715,333,333,333,0
293719,255,255,255,0
293729,532,532,532,0
293731,545,545,545,0
293736,523,523,523,0
293755,322,322,322,0
293760,512,512,512,0
293768,212,212,212,0
293772,333,333,333,0
293783,222,222,222,0
293797,455,455,455,0
293799,323,0,323,-323
293799,333,333,0,333
293805,223,223,223,0
293827,212,212,212,0
293835,533,533,533,0
293850,222,222,222,0
293856,244,244,244,0
293863,455,455,455,0
293883,222,222,222,0
293885,255,255,255,0
293896,211,211,211,0
293915,245,245,245,0
293918,444,444,444,0
293919,231,231,231,0
293927,234,234,234,0
293930,211,211,211,0
293938,255,255,255,0
293941,244,244,244,0
293944,334,334,334,0
293948,343,343,343,0
293992,433,433,433,0
294024,234,234,234,0
294030,344,344,344,0
294042,234,234,234,0
294045,244,244,244,0
294049,355,355,355,0
294058,355,355,355,0
294082,255,255,255,0
294086,234,234,234,0
294100,522,522,522,0
294126,355,355,355,0
294136,233,233,233,0
294146,244,244,244,0
294174,223,223,223,0
294177,255,255,255,0
294178,355,355,355,0
294187,433,433,433,0
294192,255,255,255,0
294211,344,344,344,0
294221,355,355,355,0
294222,432,432,432,0
294223,444,444,444,0
294225,212,212,212,0
294232,344,344,344,0
294238,222,222,222,0
294247,233,233,233,0
294269,233,233,233,0
294274,334,334,334,0
294288,211,211,211,0
294303,222,222,222,0
294316,423,423,423,0
294318,522,522,522,0
294322,344,344,344,0
294327,234,234,234,0
294348,234,234,234,0
294349,222,222,222,0
294357,223,223,223,0
294359,254,254,254,0
294361,211,211,211,0
294378,234,234,234,0
294380,211,211,211,0
294387,222,222,222,0
294414,522,522,522,0
294426,211,211,211,0
294436,523,523,523,0
294439,225,225,225,0
294474,544,544,544,0
294518,245,245,245,0
294528,255,255,255,0
294530,233,233,233,0
294556,555,555,555,0
294571,233,233,233,0
294577,234,234,234,0
294578,222,222,222,0
294586,233,233,233,0
294596,522,522,522,0
294603,233,233,233,0
294605,212,212,212,0
294609,255,255,255,0
294624,231,231,231,0
294628,233,233,233,0
294630,444,0,444,-444
294630,544,544,0,544
294632,222,222,222,0
294643,244,244,244,0
294644,211,211,211,0
294657,233,233,233,0
294658,211,211,211,0
294662,345,345,345,0
294699,255,255,255,0
294701,222,222,222,0
294707,233,233,233,0
294732,334,334,334,0
294749,224,224,224,0
294751,233,233,233,0
294763,211,211,211,0
294767,212,212,212,0
294769,244,244,244,0
294790,233,233,233,0
294804,522,522,522,0
294808,234,234,234,0
294812,233,233,233,0
294815,355,355,355,0
294838,333,333,333,0
294842,255,255,255,0
294853,245,245,245,0
294862,433,433,433,0
294900,244,244,244,0
294909,212,212,212,0
294910,223,223,223,0
294917,244,244,244,0
294930,221,221,221,0
294987,523,523,523,0
294989,222,222,222,0
294997,222,222,222,0
295022,455,455,455,0
295023,234,234,234,0
295025,533,533,533,0
295031,234,234,234,0
295036,454,454,454,0
295048,233,233,233,0
295050,211,211,211,0
295070,233,233,233,0
295079,234,234,234,0
295082,355,355,355,0
295089,211,211,211,0
295115,234,234,234,0
295118,222,222,222,0
295120,233,233,233,0
295122,222,222,222,0
295127,231,231,231,0
295129,322,322,322,0
295130,233,233,233,0
295136,533,533,533,0
295142,544,544,544,0
295154,255,255,255,0
295159,345,345,345,0
295172,544,544,544,0
295184,212,212,212,0
295186,211,211,211,0
295200,522,522,522,0
295202,332,332,332,0
295203,555,555,555,0
295210,231,231,231,0
295211,344,344,344,0
295220,255,255,255,0
295222,231,231,231,0
295235,244,244,244,0
295244,241,241,241,0
295247,223,223,223,0
295249,223,223,223,0
295255,222,222,222,0
295258,223,223,223,0
295262,211,211,211,0
295271,223,223,223,0
295276,445,445,445,0
295319,323,323,323,0
295321,211,211,211,0
295332,255,255,255,0
295334,333,333,333,0
295352,255,255,255,0
295355,222,222,222,0
295365,311,311,311,0
295423,221,221,221,0
295425,323,323,323,0
295435,233,233,233,0
295458,555,0,555,-555
295467,234,234,234,0
295474,311,311,311,0
295482,323,0,323,-323
295482,333,333,0,333
295499,323,323,323,0
295506,555,555,555,0
295522,211,211,211,0
295569,355,355,355,0
295572,344,344,344,0
295584,233,233,233,0
295586,244,244,244,0
295592,233,233,233,0
295600,522,522,522,0
295604,244,244,244,0
295608,233,233,233,0
295637,211,211,211,0
295638,233,233,233,0
295639,244,244,244,0
295647,211,211,211,0
295666,355,355,355,0
295667,244,244,244,0
295705,214,214,214,0
295714,522,522,522,0
295716,211,211,211,0
295742,234,234,234,0
295808,223,0,223,-223
295808,233,233,0,233
295837,233,233,233,0
295870,234,234,234,0
295919,255,255,255,0
295973,422,422,422,0
295976,234,234,234,0
295977,244,244,244,0
295978,244,244,244,0
295985,333,333,333,0
296003,245,245,245,0
296011,223,223,223,0
296013,255,255,255,0
296032,332,332,332,0
296033,255,255,255,0
296035,211,211,211,0
296077,333,333,333,0
296079,234,234,234,0
296119,343,343,343,0
296139,522,522,522,0
296163,233,233,233,0
296164,233,233,233,0
296180,411,411,411,0
296199,223,223,223,0
296225,555,555,555,0
296235,222,222,222,0
296236,345,345,345,0
296243,223,223,223,0
296244,254,254,254,0
296271,333,333,333,0
296276,255,255,255,0
296280,255,255,255,0
296290,211,211,211,0
296307,223,223,223,0
296315,444,444,444,0
296326,555,555,555,0
296327,241,241,241,0
296383,255,255,255,0
296396,244,244,244,0
296422,223,223,223,0
296434,233,233,233,0
296445,234,234,234,0
296464,234,234,234,0
296469,222,222,222,0
296474,222,222,222,0
296480,355,355,355,0
296500,333,333,333,0
296502,233,233,233,0
296506,333,333,333,0
296519,234,234,234,0
296530,222,222,222,0
296533,323,323,323,0
296537,233,233,233,0
296544,255,255,255,0
296553,232,232,232,0
296556,255,255,255,0
296561,533,533,533,0
296568,234,234,234,0
296587,211,211,211,0
296595,222,222,222,0
296599,444,444,444,0
296600,344,344,344,0
296604,245,245,245,0
296605,244,244,244,0
296607,231,231,231,0
296610,321,321,321,0
296636,255,0,255,-255
296636,355,355,0,355
296663,244,244,244,0
296682,223,223,223,0
296701,322,322,322,0
296703,312,312,312,0
296720,211,211,211,0
296721,333,333,333,0
296731,321,321,321,0
296748,422,422,422,0
296764,211,211,211,0
296767,222,222,222,0
296768,533,533,533,0
296776,333,333,333,0
296787,211,211,211,0
296822,212,212,212,0
296846,434,434,434,0
296854,223,223,223,0
296856,244,244,244,0
296869,233,233,233,0
296872,555,555,555,0
296893,234,234,234,0
296903,222,222,222,0
296905,233,233,233,0
296908,211,211,211,0
296909,212,212,212,0
296924,533,533,533,0
296942,233,233,233,0
296978,255,255,255,0
296980,235,235,235,0
296982,244,244,244,0
296986,344,344,344,0
296993,344,344,344,0
296998,222,222,222,0
297008,233,233,233,0
297025,222,222,222,0
297032,455,455,455,0
297036,323,323,323,0
297038,344,344,344,0
297043,222,222,222,0
297058,233,233,233,0
297074,333,333,333,0
297095,254,254,254,0
297112,222,222,222,0
297129,224,224,224,0
297136,455,455,455,0
297154,343,343,343,0
297160,355,355,355,0
297163,245,245,245,0
297183,222,222,222,0
297185,411,411,411,0
297191,243,243,243,0
297214,223,223,223,0
297221,244,244,244,0
297233,233,233,233,0
297237,223,223,223,0
297240,334,334,334,0
297261,344,344,344,0
297263,255,255,255,0
297274,555,555,555,0
297325,434,434,434,0
297332,412,412,412,0
297354,255,255,255,0
297355,422,422,422,0
297367,255,255,255,0
297385,333,333,333,0
297393,344,344,344,0
297404,333,333,333,0
297409,223,223,223,0
297417,211,211,211,0
297423,211,211,211,0
297436,312,312,312,0
297444,344,344,344,0
297451,234,234,234,0
297458,223,223,223,0
297472,244,244,244,0
297473,345,345,345,0
297476,544,544,0,544
297483,322,322,322,0
297498,433,433,433,0
297500,312,312,312,0
297540,222,222,222,0
297541,245,245,245,0
297551,355,355,355,0
297553,311,311,311,0
297564,211,211,211,0
297570,222,222,222,0
297580,355,355,355,0
297581,212,212,212,0
297601,222,222,222,0
297603,244,244,244,0
297624,244,244,244,0
297640,213,213,213,0
297671,522,522,522,0
297675,234,234,234,0
297680,455,455,455,0
297689,331,331,331,0
297711,444,444,444,0
297735,522,522,522,0
297746,222,222,222,0
297755,223,0,223,-223
297755,233,233,0,233
297762,244,244,244,0
297763,234,234,234,0
297781,522,522,522,0
297787,244,244,244,0
297790,244,244,244,0
297791,533,533,533,0
297798,222,222,222,0
297804,321,321,321,0
297813,211,211,211,0
297831,222,222,222,0
297835,421,421,421,0
297838,521,521,521,0
297839,455,455,455,0
297848,224,224,224,0
297851,555,555,555,0
297852,444,444,444,0
297855,532,532,532,0
297856,212,212,212,0
297862,255,255,255,0
297876,211,211,211,0
297896,411,411,411,0
297916,355,355,355,0
297925,212,212,212,0
297945,255,255,255,0
297947,255,255,255,0
297950,234,234,234,0
297957,255,255,255,0
297964,544,544,544,0
298008,255,255,255,0
298019,433,433,433,0
298021,444,444,444,0
298056,233,233,233,0
298063,334,334,334,0
298067,345,345,345,0
298080,255,255,255,0
298090,222,222,222,0
298102,233,233,233,0
298110,222,222,222,0
298123,233,233,233,0
298130,233,233,233,0
298135,512,512,512,0
298137,255,255,255,0
298147,222,222,222,0
298149,255,255,255,0
298182,234,234,234,0
298183,211,211,211,0
298188,322,0,322,-322
298188,332,332,0,332
298189,211,211,211,0
298194,355,355,355,0
298195,545,545,545,0
298202,255,255,255,0
298208,312,312,312,0
298210,333,333,333,0
298221,233,233,233,0
298250,233,233,233,0
298255,244,244,244,0
298262,212,212,212,0
298268,323,323,323,0
298286,233,233,233,0
298293,444,444,444,0
298294,255,255,255,0
298302,211,211,211,0
298320,333,333,333,0
298334,233,233,233,0
298355,211,211,211,0
298374,311,311,311,0
298398,222,222,222,0
298401,345,345,345,0
298418,212,212,212,0
298424,533,533,533,0
298428,234,234,234,0
298441,212,212,212,0
298442,223,223,223,0
298453,533,533,533,0
298460,212,212,212,0
298469,445,445,445,0
298486,311,311,311,0
298487,234,234,234,0
298493,334,334,334,0
298496,423,423,423,0
298523,234,234,234,0
298528,511,511,511,0
298536,222,222,222,0
298568,322,0,322,-322
298568,332,332,0,332
298571,455,455,455,0
298602,355,355,355,0
298611,255,255,255,0
298612,211,211,211,0
298615,222,222,222,0
298620,211,211,211,0
298625,355,355,355,0
298652,234,234,234,0
298663,212,212,212,0
298673,255,255,255,0
298674,223,223,223,0
298693,444,444,444,0
298697,221,221,221,0
298713,222,222,222,0
298721,234,234,234,0
298737,345,345,345,0
298757,244,244,244,0
298769,211,211,211,0
298771,222,222,222,0
298773,211,211,211,0
298791,344,344,344,0
298801,311,311,311,0
298808,555,555,555,0
298820,411,411,411,0
298826,533,533,533,0
298843,212,212,212,0
298846,211,211,211,0
298859,245,0,245,-245
298859,255,255,0,255
298881,212,212,212,0
298903,244,244,244,0
298924,543,543,543,0
298925,212,212,212,0
298957,544,544,544,0
298961,344,344,344,0
298972,244,244,244,0
298980,234,234,234,0
298981,545,0,545,-545
298981,555,555,0,555
298985,222,222,222,0
298987,223,223,223,0
298988,233,233,233,0
298995,233,233,233,0
299000,241,241,241,0
299014,412,412,412,0
299030,222,222,222,0
299041,233,233,233,0
299079,244,244,244,0
299088,444,444,444,0
299091,234,234,234,0
299093,323,323,323,0
299107,245,245,245,0
299109,223,223,223,0
299114,244,244,244,0
299137,222,222,222,0
299139,244,244,244,0
299146,255,255,255,0
299152,433,433,433,0
299159,311,311,311,0
299162,355,355,355,0
299169,244,244,244,0
299171,211,211,211,0
299245,543,543,543,0
299267,223,223,223,0
299276,224,224,224,0
299280,533,533,533,0
299301,544,544,544,0
299302,244,244,244,0
299305,522,522,522,0
299314,255,255,255,0
299315,233,233,233,0
299326,211,211,211,0
299333,233,233,233,0
299336,355,355,355,0
299337,211,211,211,0
299348,212,212,212,0
299350,233,233,233,0
299359,422,422,422,0
299365,311,311,311,0
299368,333,333,333,0
299376,345,345,345,0
299379,233,233,233,0
299385,222,222,222,0
299388,233,233,233,0
299407,355,355,355,0
299409,244,244,244,0
299422,244,244,244,0
299447,433,433,433,0
299449,355,355,355,0
299454,234,234,234,0
299478,311,311,311,0
299481,212,212,212,0
299483,345,0,345,-345
299483,355,355,0,355
299484,412,412,412,0
299490,344,344,344,0
299497,355,355,355,0
299508,333,333,333,0
299510,233,233,233,0
299518,222,222,222,0
299547,211,211,211,0
299595,244,0,244,-244
299595,254,254,0,254
299599,411,411,411,0
299620,211,211,211,0
299622,244,0,244,-244
299622,254,254,0,254
299636,244,244,244,0
299639,231,231,231,0
299658,233,233,233,0
299664,255,255,255,0
299666,244,244,244,0
299679,233,233,233,0
299689,333,333,333,0
299690,555,555,555,0
299692,233,233,233,0
299693,241,241,241,0
299698,432,432,432,0
299728,311,311,311,0
299731,311,311,311,0
299734,511,511,511,0
299741,211,211,211,0
299747,222,222,222,0
299762,222,222,222,0
299767,422,422,422,0
299784,344,344,344,0
299793,255,255,255,0
299797,444,444,444,0
299803,311,311,311,0
299814,221,221,221,0
299819,241,241,241,0
299832,345,345,345,0
299846,522,522,522,0
299855,511,511,0,511
299860,355,355,355,0
299876,212,212,212,0
299890,344,344,344,0
299891,222,222,222,0
299899,232,232,232,0
299978,211,211,211,0
299979,244,244,244,0
299982,221,221,221,0
299989,344,344,344,0
300000,222,222,222,0
300002,211,211,211,0
300005,221,221,221,0
300014,214,214,214,0
300017,345,345,345,0
300020,255,255,255,0
300023,233,233,233,0
300028,233,233,233,0
300032,212,212,212,0
300044,244,244,244,0
300045,222,222,222,0
300059,211,0,211,-211
300059,311,311,0,311
300092,211,211,211,0
300097,443,443,443,0
300103,211,211,211,0
300105,244,244,244,0
300129,251,251,251,0
300134,433,433,433,0
300139,233,233,233,0
300157,211,211,211,0
300174,312,312,312,0
300188,345,345,345,0
300199,255,255,255,0
300208,222,222,222,0
300213,244,244,244,0
300230,345,345,345,0
300236,233,233,233,0
300242,211,211,211,0
300248,231,231,231,0
300253,233,233,233,0
300256,534,534,534,0
300268,244,244,244,0
300288,223,223,223,0
300290,433,433,433,0
300296,222,222,222,0
300312,533,533,533,0
300337,223,223,223,0
300342,344,0,344,-344
300342,354,354,0,354
300344,244,244,244,0
300355,245,0,245,-245
300355,255,255,0,255
300358,311,311,311,0
